"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Augusta County, Virginia",167.1,57808,74314,9.8,44.2,2.5,57.3,4.7,5.594450511
"Reno County, Kansas",172.6,46533,63718,15.8,39.5,2.44,53.3,5.7,5.263956311
"Rio Blanco County, Colorado",150.7,63184,6571,10.9,36.4,2.48,58.5,4.2,10.65292096
"Knox County, Ohio",179.5,46908,61061,15.1,38.7,2.53,52.3,6.6,5.615628604
"Haralson County, Georgia",213.9,40387,28854,18.8,40.3,2.63,55.2,12.3,6.089508437
"Archuleta County, Colorado",105.2,44508,12352,14.7,49.6,2.25,60.6,8.2,4.115421003
"Stonewall County, Texas",172.6,42780,1410,15.5,49,2.35,62,6.9,11.51832461
"Knox County, Indiana",183.5,44077,37927,17.4,39.2,2.4,48.5,6.1,3.923660503
"Cherokee County, Iowa",135.4,52894,11574,9.6,46.6,2.14,55.2,3.7,3.505447655
"Barrow County, Georgia",192,49698,75370,13,34.8,3.05,52,10.1,5.318186956
"Shelby County, Iowa",138.5,55637,11927,9.6,46.6,2.32,57.3,2.9,3.811252269
"Hampden County, Massachusetts",180,49072,470690,17.7,38.6,2.57,42.2,10,4.653517654
"Ozark County, Missouri",190.2,31025,9409,22.3,50.7,2.22,59.1,12.6,5.784615385
"Kalamazoo County, Michigan",171,46283,260263,18.9,34,2.47,44.3,9.1,4.426449927
"Waukesha County, Wisconsin",155.3,76584,396488,5.8,42.8,2.51,59.7,4.2,4.334726295
"Whitman County, Washington",140.8,41837,48177,28.4,24.2,2.31,36.1,8.8,3.304159034
"Hickman County, Kentucky",197.8,41588,4612,18.4,47.7,2.29,50.9,8.8,8.571428571
"Lawrence County, Missouri",178.5,39908,38180,18.6,39.6,2.6,57.1,7,4.54931457
"Boulder County, Colorado",124.1,71546,319372,13.3,35.8,2.45,47.7,6.1,4.171506363
"Gallatin County, Illinois",213.6,41045,5265,17.5,45.1,2.23,55.2,7.5,5.876865672
"Allen County, Kansas",196.4,39196,12717,18.2,41.2,2.39,50.4,7,8.708822416
"Nevada County, California",144.9,57118,98877,11.4,49,2.38,53.6,9.8,4.079089924
"Wilkin County, Minnesota",122.5,54536,6396,10.3,43.7,2.29,56,2,7.810107198
"Worth County, Georgia",160,40382,20699,22.6,40.4,2.65,48.3,9.8,2.338461538
"Franklin County, Pennsylvania",162.2,50434,153638,11.9,40.9,2.56,55,6.9,4.842223007
"Madison County, Illinois",189.2,54375,266209,13.1,39.5,2.45,50.1,8.9,5.196780531
"Lassen County, California",169.9,49995,31345,19.4,37,2.24,43.5,10.9,7.549668874
"Broward County, Florida",157.6,51485,1896425,14.5,40,2.73,43.1,10,4.663810807
"Jefferson County, Illinois",196,43073,38353,19.5,40.7,2.39,50.1,9.2,5.121798876
"Pulaski County, Georgia",127.1,36128,11396,23.9,41.3,0.0255,41.2,7.4,3.860242322
"St. Mary Parish, Louisiana",200.6,42075,52810,21.8,37.7,2.58,43,12.2,6.284065406
"Langlade County, Wisconsin",165.9,40968,19223,15.9,47.2,2.21,54.5,8.2,7.291666667
"Johnson County, Wyoming",147.8,51434,8585,9.7,44.6,2.34,54.1,3.6,6.819672131
"Hettinger County, North Dakota",160.3,50038,2704,11.1,48.4,2.25,65.9,1.1,15.15711645
"Brown County, Indiana",190.7,52582,14977,12.9,48.3,2.44,54.9,6.2,3.156748911
"West Baton Rouge Parish, Louisiana",182.8,51550,25490,20.5,35.4,2.61,47.1,6.5,5.538105472
"Somerset County, Maryland",216.5,38376,25768,25.5,37,2.26,32.3,8.2,5.312389693
"Perry County, Mississippi",202.6,32459,12277,22.6,40.1,2.75,48.2,12.9,4.821037253
"Frederick County, Virginia",185.3,65485,83199,7.7,40.1,2.72,57.4,5.2,5.175688509
"Jasper County, Mississippi",194.1,35019,16569,22.7,41.6,2.4,50.9,7.9,4.697986577
"Douglas County, Nevada",145.2,60322,47710,10.3,49.4,2.37,58.9,8.5,5.193753615
"Sherman County, Kansas",161.6,43100,5983,16.2,38.4,2.14,54.2,4,7.904411765
"Jackson County, Ohio",210.9,41161,32596,20,39.5,2.5,49.1,11.5,5.240979721
"Bourbon County, Kansas",166.6,38430,14712,18.4,37.3,2.54,53.2,3.3,12.15989251
"Haywood County, North Carolina",157.6,42812,59868,15.2,46.8,2.24,55,7.3,3.907580057
"Spokane County, Washington",171,50083,490945,16.3,37.2,2.45,49.4,8.4,5.355835918
"Renville County, North Dakota",151.7,60957,2571,7.7,39.9,2.46,60.2,1.6,4.896421846
"Randolph County, Missouri",191.8,41346,25104,18.3,38.4,2.72,47.1,8.9,2.837290098
"Cerro Gordo County, Iowa",154.2,49569,43017,12,44.2,2.17,51.7,4.4,5.751533742
"Upson County, Georgia",189.5,34867,26368,25.9,41.5,2.55,50,11.1,5.682006978
"Morgan County, West Virginia",209.7,44446,17524,13,46.1,2.36,47.7,12.3,4.090035685
"McHenry County, North Dakota",148.3,48887,5968,12.3,43.3,2.2,59.4,3.1,12.28389445
"Henderson County, Tennessee",204.5,39303,28015,19.1,40.7,2.57,51.5,9.4,4.405016825
"St. Louis County, Missouri",166,60093,1003362,9.6,40.2,2.44,48.6,7.4,5.188221792
"Rio Arriba County, New Mexico",155.5,34902,39465,24.1,40.1,2.86,41.9,11.4,3.902327704
"Madison County, Florida",166.9,33017,18408,27.7,41.5,2.52,43.3,11.8,11.91053624
"Paulding County, Georgia",173.2,63964,152238,10.7,35.1,2.99,57.5,8.7,4.002336389
"Mahaska County, Iowa",190.3,48584,22324,12.9,39.8,2.41,53.3,8,3.880659295
"Crawford County, Iowa",148.6,50370,17094,11.6,38,2.64,56.4,4.8,8.150028201
"Valdez-Cordova Census Area, Alaska",191.4,73998,9362,9.9,36.6,3.1,46.5,10.7,5.470675209
"Meeker County, Minnesota",151.2,54354,23102,10,42,2.48,60.4,4.7,6.093113066
"Scotts Bluff County, Nebraska",160.2,47194,36261,15.6,38.8,2.42,51.8,5.5,6.311958841
"Roger Mills County, Oklahoma",153.2,56139,3788,12.3,40.6,2.8,54,0.8,2.822580645
"Dawson County, Texas",165.4,41876,13520,20.2,33.4,2.74,46.8,9.5,8.016032064
"Russell County, Kansas",151.9,45443,7039,13.3,47.1,2.12,58,6.9,10.703125
"Kay County, Oklahoma",203.1,41514,45366,18.2,38.8,2.46,49.3,7.8,6.042169307
"Randolph County, Alabama",181.2,36939,22696,20.4,42.8,2.49,53.1,10.3,5.698860228
"Winneshiek County, Iowa",138.4,55984,20709,9.4,40.6,2.24,54.4,3,3.507692308
"Trousdale County, Tennessee",217,40251,8042,17.5,40.2,2.65,49.2,10.5,9.777777778
"Auglaize County, Ohio",189.7,52650,45876,8.3,41,2.49,58.4,5,6.028766704
"Lucas County, Iowa",184.7,42582,8682,16,45.4,2.34,55.4,5.8,4.750593824
"Wayne County, Mississippi",209.4,35425,20566,24.7,36.7,2.67,48.7,9.4,8.771929825
"Ellsworth County, Kansas",149.6,46961,6343,12.4,44.2,2.08,51,4.3,7.773512476
"Mobile County, Alabama",205.1,42943,415395,19.6,37,2.62,44.8,9.8,5.219663305
"Lincoln County, Maine",170.6,47905,33969,11.7,49.8,2.25,53.5,4.2,5.786534285
"Parke County, Indiana",171.8,42056,16901,17.5,41.8,2.58,49.3,7.8,5.194197473
"Pottawatomie County, Kansas",153.9,65373,23298,10,34.7,2.72,62.3,3.7,8.095893103
"Delaware County, Indiana",184.8,39449,116852,22.2,34.8,2.4,42.1,10.1,3.877479319
"Moore County, North Carolina",160.3,51650,94352,15.5,45.1,2.44,55.8,8,3.694753236
"Monroe County, Michigan",182.8,57719,149568,10.4,41.7,2.55,54.1,8.3,6.102216567
"La Crosse County, Wisconsin",160,49790,118212,12.6,35.4,2.41,47.2,5.4,4.937288473
"Warren County, Virginia",202.5,60714,39083,11.3,40.4,2.62,51.2,7.2,5.544668588
"Roanoke city, Virginia",201.2,40735,99897,20.4,38,2.29,38.7,8.3,6.673085779
"Bowman County, North Dakota",209.3,60946,3294,7.4,43.6,2.28,63.2,1.8,9.935897436
"Little River County, Arkansas",205.5,37691,12472,18.2,41.7,2.39,49.1,8.8,2.657444485
"Alleghany County, Virginia",189.5,45454,15677,15.8,47.2,2.33,54.2,5.1,8.070065687
"Coal County, Oklahoma",195.8,36566,5651,20.9,42.3,2.51,52.6,9.1,4.588744589
"Big Horn County, Wyoming",159.8,50437,12022,10.7,41.2,2.59,56.2,4.4,6.672369547
"New Madrid County, Missouri",229.7,34631,18208,23.3,40.5,2.49,47.4,8.8,5.174548155
"Union County, South Carolina",207.1,37501,27777,19.6,43.5,2.37,45.4,12.3,5.461302311
"Wayne County, Missouri",240.5,30721,13405,26.4,46.7,2.43,51.7,9.5,6.199460916
"Harrison County, Missouri",186.1,37486,8615,19,42.4,2.37,59.4,5.8,6.972477064
"Grand County, Utah",179.8,43344,9516,15,39.1,2.44,46.3,7.1,2.808716707
"Clark County, Ohio",200.6,42029,135959,18.2,41,2.44,48.4,10,5.319358009
"Darke County, Ohio",179.6,46610,52076,12.2,41.8,2.48,56.3,7.6,6.68786915
"Skamania County, Washington",188.3,52673,11339,12.6,45.2,2.49,54.4,8.3,4.805591962
"Ector County, Texas",190.1,55555,159436,12.8,30.7,2.91,49.1,5.2,10.58379177
"Nance County, Nebraska",141.8,48535,3595,11.7,45.9,2.25,57.5,3.2,7.391304348
"Orangeburg County, South Carolina",194.1,31382,89208,30.8,38.7,2.63,38.1,12.8,6.172501823
"Rowan County, North Carolina",189.8,44973,139142,18,40.3,2.6,49.1,11.5,4.889016456
"Northampton County, Virginia",227.1,36822,12155,21.5,48.3,2.26,46.4,9.5,6.455750321
"Madison County, New York",174.2,51600,71849,11.8,40.8,2.55,46.7,5.1,3.238819733
"Meade County, Kansas",176.2,53903,4330,11.7,39.8,2.51,61.7,2.8,12.21973094
"Scott County, Illinois",169.5,51584,5092,12,43.5,2.42,53.9,9.4,3.388278388
"Parmer County, Texas",142.1,41813,9749,14.6,32.5,3.08,54,3.6,7.023108292
"Atchison County, Kansas",180.2,44199,16398,17.4,35.9,2.53,45.6,7.3,6.012884753
"Jenkins County, Georgia",215,30678,8957,34.6,40.7,2.53,37.6,10.3,3.774792067
"Vernon Parish, Louisiana",204.5,46682,50803,13.9,30,2.82,55,7.5,7.229203118
"Benson County, North Dakota",169.9,39342,6753,29.9,31,2.97,41.4,6.1,9.492753623
"St. Clair County, Missouri",178.8,33986,9440,21.7,49.7,2.31,53.6,9.3,3.829787234
"Onondaga County, New York",180.4,52892,468463,16.1,38.8,2.43,44.6,7.2,4.874120242
"St. Louis County, Minnesota",184.8,49714,200431,17,40.9,2.26,47.7,6.9,4.901104316
"Fulton County, Georgia",165.3,55516,1010562,17.4,34.8,2.5,38.3,9.9,4.41557191
"Kitsap County, Washington",164.9,61898,260131,11.2,39.3,2.54,52.5,8,6.118831029
"Alexandria city, Virginia",135.4,86419,153511,9.6,36,2.21,44.1,4.5,6.214827502
"Kewaunee County, Wisconsin",126.7,56160,20366,8.9,43.5,2.49,57.7,4.7,4.802328402
"Throckmorton County, Texas",200.7,43618,1579,14.2,49.6,2.17,56.3,2.6,7.986111111
"Pipestone County, Minnesota",173,47164,9271,12.2,42.3,0.023,59.2,4.2,5.622270742
"Prince William County, Virginia",150.1,91886,451721,7.2,34,3.17,55,5.4,6.857756326
"Carter County, Kentucky",232.1,34991,27158,23.9,40.1,2.54,51.9,11.1,4.045610747
"Pierce County, Washington",177.8,60397,843954,13.1,35.8,2.65,50,9.2,5.533430211
"Lincoln County, Nebraska",167,49770,35656,14.5,40.1,2.34,55.2,4.2,5.843469064
"Fulton County, New York",183.4,45409,53992,17.8,42.8,2.4,49.3,9.3,4.80729036
"Wilson County, Texas",152.8,62752,47520,11,40.4,2.9,56,5.8,5.291214215
"Decatur County, Kansas",214.7,41434,2932,13.9,52.3,1.91,54.4,3.8,7.127429806
"Crittenden County, Arkansas",242.9,35455,48963,27.3,34.6,2.67,40.3,9.9,7.947176973
"Talladega County, Alabama",197.4,39999,80862,22.5,40.9,2.49,47,13.8,4.578696343
"Henry County, Illinois",188.5,51025,49489,11.3,42.2,2.44,56.8,5.8,5.728614138
"Knox County, Nebraska",161.7,42745,8543,14.9,47.6,2.24,61.4,3.3,6.866666667
"Emanuel County, Georgia",205,30119,22708,32.7,36.9,2.68,41.7,13.2,8.514774495
"Potter County, Pennsylvania",191.9,40323,17093,14.3,45.8,2.57,52.1,6.9,6.77146312
"Livingston County, Kentucky",211.7,42892,9316,14.1,45.9,2.44,61.1,6.7,1.418067227
"Burke County, North Dakota",166.8,62875,2308,8.3,36.5,2.25,60.5,2.3,6.75
"Autauga County, Alabama",178.3,54366,55347,13.1,37.7,2.68,54.8,7.6,5.87213091
"Gratiot County, Michigan",168.3,43509,41540,18.5,38.9,2.45,47.1,8.5,3.748722027
"Lafayette County, Florida",208.1,38071,8663,25.6,36.4,2.81,43,14.6,7.845659164
"Mitchell County, North Carolina",180.9,36795,15246,19.2,46.7,2.36,55.7,8.6,3.813691779
"Williamsburg County, South Carolina",224.8,29609,32535,28.3,41,2.64,37.2,11.6,3.907462265
"Rosebud County, Montana",164.6,50751,9398,20.5,36.9,2.81,53.8,10.6,4.558969277
"Lee County, Illinois",194.2,54472,34584,10.9,42.2,2.37,50.6,7.5,5.709342561
"Rutherford County, Tennessee",177.6,53799,298612,14.7,32.9,2.76,51,6.8,4.947730667
"Trigg County, Kentucky",214.9,44676,14233,15.8,45.1,2.35,56.6,8.4,4.195088677
"Mifflin County, Pennsylvania",168.3,40957,46500,16.3,43.5,2.46,53,6.4,5.671766053
"Big Horn County, Montana",140.6,38871,13242,30.6,29.8,3.63,44.8,19.9,6.755829904
"Washington County, North Carolina",167.9,32867,12385,26.8,45.1,2.4,45.2,15.5,3.122648608
"Marengo County, Alabama",190.3,32977,20028,25.6,42.2,2.42,44.4,11.4,4.656703487
"Newport News city, Virginia",191.9,48440,182385,16.7,32.8,2.5,41.1,9.1,5.236698785
"Atascosa County, Texas",169.1,52785,48435,16.9,35.5,3.04,52.1,6.5,5.556068297
"Sanders County, Montana",151.3,32815,11336,20.7,51.5,2.21,61.2,9.3,8.568548387
"Washburn County, Wisconsin",209.5,42079,15552,13.4,49.2,2.16,59.3,6.6,5.452638937
"Miller County, Georgia",200.8,35276,5854,25.1,41,0.0242,49.6,6.5,2.32
"Shawano County, Wisconsin",168,47841,41304,11.2,44.3,2.41,55.5,5.4,4.11444786
"Calhoun County, Illinois",152.3,49689,4899,12.1,46.9,2.37,65.4,5.4,6.910994764
"Jasper County, Iowa",181.7,52750,36827,11.2,42.2,2.41,54,5.4,6.996052811
"Logan County, North Dakota",108.8,44696,1935,11.9,51.8,2.12,62.2,2.2,4.361370717
"Greene County, Arkansas",194.5,42572,44196,16.3,38.3,2.56,53.1,9,5.73167141
"Stevens County, Washington",174.2,43823,43791,19.3,46.2,2.44,57.2,9.4,3.631082062
"Gallatin County, Montana",137.9,51569,100739,13.9,33.2,2.39,49.5,6.3,4.428705174
"Trimble County, Kentucky",228.4,46708,8769,16.2,41.1,2.46,60.3,14.6,5.038961039
"Union County, New Mexico",151.6,36684,4201,19.4,40.3,2.39,44.5,2.1,3.536585366
"Wyoming County, Pennsylvania",191.7,55882,27800,10.9,43.1,2.52,51.1,7.6,4.585798817
"Lee County, North Carolina",182.2,46073,59660,18.5,37.5,2.75,49.2,10.3,5.257747099
"Carroll County, Maryland",171.1,84500,167627,5.9,42.2,2.73,56.7,4.6,4.31864301
"Fort Bend County, Texas",133.4,88516,716087,8.8,35.5,3.17,58.7,5.1,5.338507619
"Pecos County, Texas",129,44817,16203,17.8,35.8,3.17,49.4,4.8,5.522288756
"Shelby County, Indiana",184.1,54831,44478,11.8,41,2.54,51.6,8.3,6.002219308
"Jackson County, Tennessee",196.5,35379,11509,23.4,45.8,2.49,50.8,14.5,3.981937603
"Evans County, Georgia",194.4,33293,10787,26.6,35.3,0.026,47.6,10.3,7.363601679
"Cherokee County, Texas",174.1,38465,51542,20.1,37.6,2.74,50.2,6.4,5.031504818
"Catahoula Parish, Louisiana",224.9,34116,10147,23.3,38.5,2.48,48.2,8.3,2.469135802
"Lowndes County, Georgia",180.9,38887,112865,24.5,29.4,2.78,40.6,13,6.143722718
"Iowa County, Wisconsin",157,58419,23813,8.9,42.9,2.43,58.7,4.7,5.031948882
"Howard County, Maryland",131.9,106871,313414,6.1,38.8,2.78,58,4.9,5.158672656
"Stephenson County, Illinois",182.6,48569,45749,14.1,44.3,2.37,51.3,9.9,3.816793893
"Letcher County, Kentucky",226.5,28574,23123,30.1,41.6,2.44,55.2,12.6,5.618408437
"Merrimack County, New Hampshire",173.1,62429,147994,9.5,42.6,2.49,51.5,5.2,3.901815696
"San Joaquin County, California",168.9,51527,726106,20.7,33.5,3.16,47.9,13.7,6.148432798
"Barry County, Missouri",172.8,38139,35829,20.2,43.3,2.67,55.9,11.4,6.004650527
"Twiggs County, Georgia",189.8,36886,8390,28.1,45.6,2.79,44.8,6.7,5.235294118
"Madison County, Ohio",197,52996,44094,12.6,40.2,2.57,48.1,5.9,4.909090909
"Perquimans County, North Carolina",159.5,41328,13440,17.1,47.8,2.44,56.7,12.7,7.827059262
"Grafton County, New Hampshire",155,56353,89320,11.6,41.9,2.35,48.5,5,6.078496198
"LaSalle Parish, Louisiana",209.6,44139,14974,18,38.6,2.46,52.3,6.3,5.144490314
"Clarion County, Pennsylvania",179.4,43202,39498,15.1,40.3,2.39,50,8.1,4.792232199
"Maries County, Missouri",187.4,40165,8963,16.1,44.2,2.44,54.8,10,7.791479821
"McCormick County, South Carolina",159.8,38694,9706,24.6,51.9,2.15,49.7,14.3,6.423357664
"Allen County, Ohio",185,43602,104425,18,38.1,2.53,46.2,9.2,6.237398089
"Valencia County, New Mexico",163.1,40591,75737,24.5,38.5,2.78,49.2,12.4,6.407674997
"Pershing County, Nevada",121.8,52001,6634,18.5,41.3,2.29,44.8,9.5,14.62113127
"Lake County, Illinois",160,78001,703910,9.5,37.6,2.83,55,7.9,5.156824131
"Montague County, Texas",209.9,48996,19262,14.8,43.6,2.39,57.3,6.6,8.863294942
"Wayne County, Pennsylvania",179.4,48663,51198,13.9,46.5,2.47,51.1,7.8,3.971422568
"Medina County, Ohio",167.4,68405,176395,7,41.4,2.63,58.1,5,4.599000327
"Guernsey County, Ohio",215.8,41940,39258,17.2,42.2,2.51,50.8,11.7,3.383937884
"Cumberland County, North Carolina",186.1,42582,323838,17.6,31.1,2.56,46.9,12.6,5.883459752
"Swain County, North Carolina",215.3,34788,14434,19.3,40.7,2.58,49.5,7.7,5.56091289
"Menard County, Texas",173.9,32580,2164,22.7,45.7,2.25,59.5,8.3,3.712871287
"Jefferson County, Tennessee",185.3,41235,53240,17.8,42.3,2.58,53.4,9.1,4.075765263
"Evangeline Parish, Louisiana",211.4,32615,33743,24.1,35.8,2.65,43.7,10.4,8.601712189
"Hancock County, Indiana",184.8,68334,72520,6.9,39.8,2.68,55.3,5.5,4.243248035
"Kankakee County, Illinois",192.2,56326,110879,14.7,37.3,2.61,46.7,9.8,4.551301453
"Rankin County, Mississippi",157.3,58368,149039,11.1,36.9,2.62,53.5,5.4,4.71844142
"Coffee County, Tennessee",194,45235,54277,16.8,39.7,2.49,53.8,8.8,4.540620142
"Phelps County, Missouri",163.8,40710,44794,21.6,34.4,2.52,47.8,7,7.510402923
"Alamance County, North Carolina",178.7,41296,158276,17.9,470.4,2.45,49,7.9,4.493936752
"Volusia County, Florida",178.3,40881,517887,17.7,46.3,2.46,46.4,9.1,4.314909294
"Jackson County, Oregon",172.4,44835,212567,18.1,42.8,2.45,49.7,10.8,5.016549209
"Harris County, Texas",161.4,54230,4538028,17.3,32.8,2.88,47.2,7.5,6.028644456
"Ohio County, Indiana",195.6,51403,5938,11.1,46,2.5,54.8,7.7,4.801324503
"Monroe County, Arkansas",229.9,30682,7399,28.1,45.2,2.27,42.7,12.8,9.781931464
"Aleutians West Census Area, Alaska",203.3,68387,5702,9.9,36.8,3.59,40.6,2.1,4.391052196
"Washington County, Virginia",176.7,43353,54591,14.5,44.7,2.35,53.9,6.9,5.091597145
"Jones County, Georgia",162.1,51749,28494,14.5,39.4,2.76,52.5,9.5,3.929500144
"Gibson County, Tennessee",214.7,37498,49399,19.5,40.4,2.49,50.2,9.5,4.845775592
"Burleson County, Texas",183.2,48140,17460,16.2,42.6,2.67,54.9,7.5,3.641536273
"Laurel County, Kentucky",216.7,34678,60094,24.7,38.5,2.54,52.9,12.4,5.76001128
"Belknap County, New Hampshire",182.6,59831,60641,10,46.1,2.42,54.2,5.3,4.824422651
"Botetourt County, Virginia",148.7,63646,33347,7.8,46.4,2.55,61.4,4.6,3.635817308
"Lincoln County, Oregon",199.9,40226,47038,18.8,50.4,2.22,52.6,7.9,4.839663945
"Columbia County, Arkansas",210,37495,24114,24.1,36,2.37,47.2,10.1,6.776379477
"Centre County, Pennsylvania",142.4,51573,160580,17.9,30.3,2.47,40.6,5.1,3.704047746
"Newton County, Arkansas",203.6,35895,7913,20.1,47.7,0.0242,56.7,4.4,3.53569046
"Mohave County, Arizona",196.6,37704,204737,20.8,49.2,2.43,49.5,13.2,4.575797025
"Wapello County, Iowa",182.7,42414,35173,16.7,39.8,2.38,52.2,8,6.180279523
"Brooks County, Georgia",159.3,32903,15658,28.8,496.8,2.37,46.9,17,4.200664853
"Baker County, Oregon",169.5,38966,16005,20.6,48.2,2.16,56.3,10.1,9.370529328
"Adams County, North Dakota",140,45710,2359,10.2,47.6,2.14,66.7,1.2,4.047619048
"Foster County, North Dakota",174.5,54593,3356,8,46.9,2.22,60.2,1.3,6.307692308
"Hanover County, Virginia",163.7,81940,103227,6.1,41.9,2.65,58.9,4.4,4.125165648
"Luce County, Michigan",175.3,37590,6415,20.6,44.3,2.27,45.9,11.6,5.95959596
"San Juan County, New Mexico",136.7,47520,118737,21,34.2,3.04,46.6,9.2,6.09617959
"Turner County, South Dakota",154.3,55708,8209,10.2,44,2.31,63.9,2.5,5.14390692
"El Paso County, Texas",142.9,40081,835593,23.4,31.6,3.14,47,8.4,5.625701056
"Boyle County, Kentucky",179.1,41538,29809,17.5,41,2.42,48.3,7.1,4.910307084
"Moore County, Texas",179.8,42839,22255,14.6,31.1,3.21,59,4.1,10.43646945
"White County, Arkansas",201.4,42044,79161,19.4,36.2,2.55,53.8,7.1,5.493655215
"Mercer County, Missouri",180.7,38023,3694,15,44.1,2.43,54.2,4.6,4.787961696
"Echols County, Georgia",126.4,34444,4040,27.1,35.4,2.86,52.1,10.1,1.424501425
"Hamblen County, Tennessee",197.9,37410,63402,23.4,39.9,2.54,51.3,10.1,5.325701036
"Putnam County, Missouri",205,34684,4858,18.6,46.4,2.2,55.7,2.8,14.97890295
"Orange County, Texas",200.1,48834,84260,16,38.1,2.57,53.3,8.4,5.470997437
"St. Lawrence County, New York",183.7,43518,111007,18.9,37.8,2.42,44.3,10,5.011933174
"Nicollet County, Minnesota",133.3,61279,33347,10.2,35.7,2.39,50.8,4,5.329918283
"Johnson County, Kentucky",246.4,34271,23175,25.6,40.9,2.53,57.1,9.1,5.022573363
"Dearborn County, Indiana",193.8,59280,49455,11.7,41.7,2.63,56.6,8.1,3.263424336
"Polk County, Florida",168.1,42768,650092,18.1,40.3,2.77,48.3,10.6,5.501541209
"Granite County, Montana",113.2,47902,3240,14.4,53.7,2.19,62.8,7.2,18.55670103
"Dyer County, Tennessee",185.6,43425,37893,19.6,40.3,2.51,51.7,6.6,6.483677849
"Sullivan County, Indiana",206,43933,20928,16.9,40.8,2.47,50.6,6.8,6.615715309
"Sumter County, Alabama",216.2,25413,13103,38.1,36.7,2.61,29,16.8,1.921422426
"Floyd County, Indiana",179,53186,76778,11.6,39.6,2.57,49.9,7.3,4.843160444
"Scott County, Missouri",205.4,40532,39008,20.9,39.7,2.52,50.9,6.8,5.810081525
"Tuscola County, Michigan",181.9,43186,53777,15.6,43.3,2.49,55.9,9.3,6.304667879
"Audubon County, Iowa",176.9,50014,5773,11.1,47.8,2.15,59.8,2.6,4.757548033
"Rush County, Kansas",114.3,43083,3130,12.1,48.8,2.1,56.8,5.6,10.75837743
"Crook County, Oregon",144.3,38155,21630,18.3,48.1,2.29,59.1,13.5,6.462075848
"Benton County, Mississippi",208.7,30665,8182,25.6,39.8,2.83,47.4,17.1,0.41322314
"Madison Parish, Louisiana",181.9,26732,11514,41.4,34.6,2.55,34.6,16.9,4.463336876
"Perry County, Tennessee",198.4,33776,7929,23.6,43.7,2.4,52.3,9.5,9.322033898
"Montgomery County, Ohio",186.9,42994,532258,19.7,39.4,2.32,44,9.4,5.362001513
"Treutlen County, Georgia",193.7,32536,6785,27.1,42.8,2.38,41.6,5.4,1.448321264
